,gene,Category
577,RVBD1867,Synthesis_and_degradation_of_ketone_bodies
578,RVBD3546,Synthesis_and_degradation_of_ketone_bodies
579,RVBD0859,Synthesis_and_degradation_of_ketone_bodies
580,RVBD0914c,Synthesis_and_degradation_of_ketone_bodies
581,RVBD3523,Synthesis_and_degradation_of_ketone_bodies
582,RVBD0243,Synthesis_and_degradation_of_ketone_bodies
583,RVBD3556c,Synthesis_and_degradation_of_ketone_bodies
584,RVBD0764c,Steroid_biosynthesis
585,RVBD0927c,Secondary_bile_acid_biosynthesis
586,RVBD2205c,Glycerolipid_metabolism
587,RVBD0768,Glycerolipid_metabolism
588,RVBD2858c,Glycerolipid_metabolism
589,RVBD0147,Glycerolipid_metabolism
590,RVBD0223c,Glycerolipid_metabolism
591,RVBD3293,Glycerolipid_metabolism
592,RVBD3696c,Glycerolipid_metabolism
593,RVBD1692,Glycerolipid_metabolism
594,RVBD1551,Glycerolipid_metabolism
595,RVBD2482c,Glycerolipid_metabolism
596,RVBD2182c,Glycerolipid_metabolism
597,RVBD2252,Glycerolipid_metabolism
598,RVBD3130c,Glycerolipid_metabolism
599,RVBD1760,Glycerolipid_metabolism
600,RVBD3088,Glycerolipid_metabolism
601,RVBD2285,Glycerolipid_metabolism
602,RVBD3734c,Glycerolipid_metabolism
603,RVBD0221,Glycerolipid_metabolism
604,RVBD3740c,Glycerolipid_metabolism
605,RVBD3087,Glycerolipid_metabolism
606,RVBD3480c,Glycerolipid_metabolism
607,RVBD1425,Glycerolipid_metabolism
608,RVBD0895,Glycerolipid_metabolism
609,RVBD2484c,Glycerolipid_metabolism
610,RVBD3371,Glycerolipid_metabolism
611,RVBD3234c,Glycerolipid_metabolism
612,RVBD0129c,Glycerolipid_metabolism
613,RVBD3804c,Glycerolipid_metabolism
614,RVBD1886c,Glycerolipid_metabolism
615,RVBD3097c,Glycerolipid_metabolism
616,RVBD2982c,Glycerophospholipid_metabolism
617,RVBD0564c,Glycerophospholipid_metabolism
618,RVBD3302c,Glycerophospholipid_metabolism
619,RVBD2249c,Glycerophospholipid_metabolism
620,RVBD1551,Glycerophospholipid_metabolism
621,RVBD2482c,Glycerophospholipid_metabolism
622,RVBD2182c,Glycerophospholipid_metabolism
623,RVBD2252,Glycerophospholipid_metabolism
624,RVBD2349c,Glycerophospholipid_metabolism
625,RVBD2350c,Glycerophospholipid_metabolism
626,RVBD2351c,Glycerophospholipid_metabolism
627,RVBD3842c,Glycerophospholipid_metabolism
628,RVBD0317c,Glycerophospholipid_metabolism
629,RVBD2289,Glycerophospholipid_metabolism
630,RVBD2881c,Glycerophospholipid_metabolism
631,RVBD0436c,Glycerophospholipid_metabolism
632,RVBD0437c,Glycerophospholipid_metabolism
633,RVBD2746c,Glycerophospholipid_metabolism
634,RVBD2612c,Glycerophospholipid_metabolism
635,RVBD1822,Glycerophospholipid_metabolism
636,RVBD2251,Ether_lipid_metabolism
637,RVBD3107c,Ether_lipid_metabolism
638,RVBD2349c,Ether_lipid_metabolism
639,RVBD2350c,Ether_lipid_metabolism
640,RVBD2351c,Ether_lipid_metabolism
641,RVBD0669c,Sphingolipid_metabolism
642,RVBD3299c,Sphingolipid_metabolism
643,RVBD0663,Sphingolipid_metabolism
644,RVBD0711,Sphingolipid_metabolism
645,RVBD2790c,alpha-Linolenic_acid_metabolism
646,RVBD0824c,Biosynthesis_of_unsaturated_fatty_acids
647,RVBD1094,Biosynthesis_of_unsaturated_fatty_acids
648,RVBD3229c,Biosynthesis_of_unsaturated_fatty_acids
649,RVBD3230c,Biosynthesis_of_unsaturated_fatty_acids
650,RVBD1618,Biosynthesis_of_unsaturated_fatty_acids
651,RVBD2605c,Biosynthesis_of_unsaturated_fatty_acids
652,RVBD3068c,Purine_metabolism
653,RVBD1017c,Purine_metabolism
654,RVBD0808,Purine_metabolism
655,RVBD0772,Purine_metabolism
656,RVBD0956,Purine_metabolism
657,RVBD0389,Purine_metabolism
658,RVBD0803,Purine_metabolism
659,RVBD0787A,Purine_metabolism
660,RVBD0788,Purine_metabolism
661,RVBD0809,Purine_metabolism
662,RVBD3276c,Purine_metabolism
663,RVBD3275c,Purine_metabolism
664,RVBD0780,Purine_metabolism
665,RVBD0777,Purine_metabolism
666,RVBD0957,Purine_metabolism
667,RVBD2584c,Purine_metabolism
668,RVBD3307,Purine_metabolism
669,RVBD3393,Purine_metabolism
670,RVBD3624c,Purine_metabolism
671,RVBD1843c,Purine_metabolism
672,RVBD3410c,Purine_metabolism
673,RVBD3411c,Purine_metabolism
674,RVBD2445c,Purine_metabolism
675,RVBD1341,Purine_metabolism
676,RVBD1021,Purine_metabolism
677,RVBD3396c,Purine_metabolism
678,RVBD1389,Purine_metabolism
679,RVBD1617,Purine_metabolism
680,RVBD3051c,Purine_metabolism
681,RVBD0570,Purine_metabolism
682,RVBD3048c,Purine_metabolism
683,RVBD1981c,Purine_metabolism
684,RVBD0233,Purine_metabolism
685,RVBD2344c,Purine_metabolism
686,RVBD0496,Purine_metabolism
687,RVBD1026,Purine_metabolism
688,RVBD2583c,Purine_metabolism
689,RVBD1318c,Purine_metabolism
690,RVBD1319c,Purine_metabolism
691,RVBD1320c,Purine_metabolism
692,RVBD1264,Purine_metabolism
693,RVBD1625c,Purine_metabolism
694,RVBD3645,Purine_metabolism
695,RVBD0357c,Purine_metabolism
696,RVBD2202c,Purine_metabolism
697,RVBD3313c,Purine_metabolism
698,RVBD0733,Purine_metabolism
699,RVBD0805,Purine_metabolism
700,RVBD2613c,Purine_metabolism
701,RVBD1286,Purine_metabolism
702,RVBD1285,Purine_metabolism
703,RVBD1850,Purine_metabolism
704,RVBD1849,Purine_metabolism
705,RVBD1848,Purine_metabolism
706,RVBD1384,Pyrimidine_metabolism
707,RVBD1383,Pyrimidine_metabolism
708,RVBD1380,Pyrimidine_metabolism
709,RVBD1381,Pyrimidine_metabolism
710,RVBD2139,Pyrimidine_metabolism
711,RVBD0382c,Pyrimidine_metabolism
712,RVBD1385,Pyrimidine_metabolism
713,RVBD2883c,Pyrimidine_metabolism
714,RVBD2445c,Pyrimidine_metabolism
715,RVBD1699,Pyrimidine_metabolism
716,RVBD1712,Pyrimidine_metabolism
717,RVBD0321,Pyrimidine_metabolism
718,RVBD3309c,Pyrimidine_metabolism
719,RVBD1379,Pyrimidine_metabolism
720,RVBD3051c,Pyrimidine_metabolism
721,RVBD0570,Pyrimidine_metabolism
722,RVBD3048c,Pyrimidine_metabolism
723,RVBD1981c,Pyrimidine_metabolism
724,RVBD0233,Pyrimidine_metabolism
725,RVBD2697c,Pyrimidine_metabolism
726,RVBD2764c,Pyrimidine_metabolism
727,RVBD2754c,Pyrimidine_metabolism
728,RVBD3315c,Pyrimidine_metabolism
729,RVBD3314c,Pyrimidine_metabolism
730,RVBD3307,Pyrimidine_metabolism
731,RVBD3247c,Pyrimidine_metabolism
732,RVBD1595,"Alanine,_aspartate_and_glutamate_metabolism"
733,RVBD1538c,"Alanine,_aspartate_and_glutamate_metabolism"
734,RVBD2201,"Alanine,_aspartate_and_glutamate_metabolism"
735,RVBD0337c,"Alanine,_aspartate_and_glutamate_metabolism"
736,RVBD2780,"Alanine,_aspartate_and_glutamate_metabolism"
737,RVBD1658,"Alanine,_aspartate_and_glutamate_metabolism"
738,RVBD1659,"Alanine,_aspartate_and_glutamate_metabolism"
739,RVBD0357c,"Alanine,_aspartate_and_glutamate_metabolism"
740,RVBD0777,"Alanine,_aspartate_and_glutamate_metabolism"
741,RVBD1380,"Alanine,_aspartate_and_glutamate_metabolism"
742,RVBD3432c,"Alanine,_aspartate_and_glutamate_metabolism"
743,RVBD2589,"Alanine,_aspartate_and_glutamate_metabolism"
744,RVBD0234c,"Alanine,_aspartate_and_glutamate_metabolism"
745,RVBD1731,"Alanine,_aspartate_and_glutamate_metabolism"
746,RVBD3859c,"Alanine,_aspartate_and_glutamate_metabolism"
747,RVBD3858c,"Alanine,_aspartate_and_glutamate_metabolism"
748,RVBD2476c,"Alanine,_aspartate_and_glutamate_metabolism"
749,RVBD1187,"Alanine,_aspartate_and_glutamate_metabolism"
750,RVBD2220,"Alanine,_aspartate_and_glutamate_metabolism"
751,RVBD2222c,"Alanine,_aspartate_and_glutamate_metabolism"
752,RVBD2860c,"Alanine,_aspartate_and_glutamate_metabolism"
753,RVBD1878,"Alanine,_aspartate_and_glutamate_metabolism"
754,RVBD1384,"Alanine,_aspartate_and_glutamate_metabolism"
755,RVBD1383,"Alanine,_aspartate_and_glutamate_metabolism"
756,RVBD0788,"Alanine,_aspartate_and_glutamate_metabolism"
757,RVBD3436c,"Alanine,_aspartate_and_glutamate_metabolism"
758,RVBD0808,"Alanine,_aspartate_and_glutamate_metabolism"
759,RVBD3709c,"Glycine,_serine_and_threonine_metabolism"
760,RVBD3708c,"Glycine,_serine_and_threonine_metabolism"
761,RVBD1294,"Glycine,_serine_and_threonine_metabolism"
762,RVBD1296,"Glycine,_serine_and_threonine_metabolism"
763,RVBD1295,"Glycine,_serine_and_threonine_metabolism"
764,RVBD0070c,"Glycine,_serine_and_threonine_metabolism"
765,RVBD1093,"Glycine,_serine_and_threonine_metabolism"
766,RVBD2205c,"Glycine,_serine_and_threonine_metabolism"
767,RVBD0489,"Glycine,_serine_and_threonine_metabolism"
768,RVBD0728c,"Glycine,_serine_and_threonine_metabolism"
769,RVBD2996c,"Glycine,_serine_and_threonine_metabolism"
770,RVBD0884c,"Glycine,_serine_and_threonine_metabolism"
771,RVBD3042c,"Glycine,_serine_and_threonine_metabolism"
772,RVBD3170,"Glycine,_serine_and_threonine_metabolism"
773,RVBD1832,"Glycine,_serine_and_threonine_metabolism"
774,RVBD2211c,"Glycine,_serine_and_threonine_metabolism"
775,RVBD0462,"Glycine,_serine_and_threonine_metabolism"
776,RVBD3303c,"Glycine,_serine_and_threonine_metabolism"
777,RVBD0794c,"Glycine,_serine_and_threonine_metabolism"
778,RVBD1826,"Glycine,_serine_and_threonine_metabolism"
779,RVBD1905c,"Glycine,_serine_and_threonine_metabolism"
780,RVBD0436c,"Glycine,_serine_and_threonine_metabolism"
781,RVBD1077,"Glycine,_serine_and_threonine_metabolism"
782,RVBD0069c,"Glycine,_serine_and_threonine_metabolism"
783,RVBD1559,"Glycine,_serine_and_threonine_metabolism"
784,RVBD1613,"Glycine,_serine_and_threonine_metabolism"
785,RVBD1612,"Glycine,_serine_and_threonine_metabolism"
786,RVBD2335,Cysteine_and_methionine_metabolism
787,RVBD2334,Cysteine_and_methionine_metabolism
788,RVBD3684,Cysteine_and_methionine_metabolism
789,RVBD2294,Cysteine_and_methionine_metabolism
790,RVBD0075,Cysteine_and_methionine_metabolism
791,RVBD1077,Cysteine_and_methionine_metabolism
792,RVBD2458,Cysteine_and_methionine_metabolism
793,RVBD2124c,Cysteine_and_methionine_metabolism
794,RVBD1133c,Cysteine_and_methionine_metabolism
795,RVBD1392,Cysteine_and_methionine_metabolism
796,RVBD2601,Cysteine_and_methionine_metabolism
797,RVBD0091,Cysteine_and_methionine_metabolism
798,RVBD0535,Cysteine_and_methionine_metabolism
799,RVBD3248c,Cysteine_and_methionine_metabolism
800,RVBD3709c,Cysteine_and_methionine_metabolism
801,RVBD3708c,Cysteine_and_methionine_metabolism
802,RVBD1294,Cysteine_and_methionine_metabolism
803,RVBD3341,Cysteine_and_methionine_metabolism
804,RVBD1079,Cysteine_and_methionine_metabolism
805,RVBD3340,Cysteine_and_methionine_metabolism
806,RVBD0391,Cysteine_and_methionine_metabolism
807,RVBD2210c,Cysteine_and_methionine_metabolism
808,RVBD3704c,Cysteine_and_methionine_metabolism
809,RVBD0815c,Cysteine_and_methionine_metabolism
810,RVBD2291,Cysteine_and_methionine_metabolism
811,RVBD3117,Cysteine_and_methionine_metabolism
812,RVBD3283,Cysteine_and_methionine_metabolism
813,RVBD1240,Cysteine_and_methionine_metabolism
814,RVBD0069c,Cysteine_and_methionine_metabolism
815,RVBD0728c,Cysteine_and_methionine_metabolism
816,RVBD2996c,Cysteine_and_methionine_metabolism
817,RVBD0884c,Cysteine_and_methionine_metabolism
818,RVBD0848,Cysteine_and_methionine_metabolism
819,RVBD2210c,"Valine,_leucine_and_isoleucine_degradation"
820,RVBD0462,"Valine,_leucine_and_isoleucine_degradation"
821,RVBD3303c,"Valine,_leucine_and_isoleucine_degradation"
822,RVBD0794c,"Valine,_leucine_and_isoleucine_degradation"
823,RVBD3140,"Valine,_leucine_and_isoleucine_degradation"
824,RVBD0231,"Valine,_leucine_and_isoleucine_degradation"
825,RVBD0975c,"Valine,_leucine_and_isoleucine_degradation"
826,RVBD0131c,"Valine,_leucine_and_isoleucine_degradation"
827,RVBD0154c,"Valine,_leucine_and_isoleucine_degradation"
828,RVBD1142c,"Valine,_leucine_and_isoleucine_degradation"
829,RVBD1935c,"Valine,_leucine_and_isoleucine_degradation"
830,RVBD2679,"Valine,_leucine_and_isoleucine_degradation"
831,RVBD2831,"Valine,_leucine_and_isoleucine_degradation"
832,RVBD3373,"Valine,_leucine_and_isoleucine_degradation"
833,RVBD3516,"Valine,_leucine_and_isoleucine_degradation"
834,RVBD3774,"Valine,_leucine_and_isoleucine_degradation"
835,RVBD1070c,"Valine,_leucine_and_isoleucine_degradation"
836,RVBD0905,"Valine,_leucine_and_isoleucine_degradation"
837,RVBD1472,"Valine,_leucine_and_isoleucine_degradation"
838,RVBD2486,"Valine,_leucine_and_isoleucine_degradation"
839,RVBD3039c,"Valine,_leucine_and_isoleucine_degradation"
840,RVBD0222,"Valine,_leucine_and_isoleucine_degradation"
841,RVBD0456c,"Valine,_leucine_and_isoleucine_degradation"
842,RVBD0632c,"Valine,_leucine_and_isoleucine_degradation"
843,RVBD0675,"Valine,_leucine_and_isoleucine_degradation"
844,RVBD0971c,"Valine,_leucine_and_isoleucine_degradation"
845,RVBD1071c,"Valine,_leucine_and_isoleucine_degradation"
846,RVBD3550,"Valine,_leucine_and_isoleucine_degradation"
847,RVBD0673,"Valine,_leucine_and_isoleucine_degradation"
848,RVBD1141c,"Valine,_leucine_and_isoleucine_degradation"
849,RVBD0860,"Valine,_leucine_and_isoleucine_degradation"
850,RVBD2790c,"Valine,_leucine_and_isoleucine_degradation"
851,RVBD0973c,"Valine,_leucine_and_isoleucine_degradation"
852,RVBD3280,"Valine,_leucine_and_isoleucine_degradation"
853,RVBD3285,"Valine,_leucine_and_isoleucine_degradation"
854,RVBD2501c,"Valine,_leucine_and_isoleucine_degradation"
855,RVBD2247,"Valine,_leucine_and_isoleucine_degradation"
856,RVBD1322A,"Valine,_leucine_and_isoleucine_degradation"
857,RVBD1493,"Valine,_leucine_and_isoleucine_degradation"
858,RVBD1492,"Valine,_leucine_and_isoleucine_degradation"
859,RVBD0751c,"Valine,_leucine_and_isoleucine_degradation"
860,RVBD0753c,"Valine,_leucine_and_isoleucine_degradation"
861,RVBD0768,"Valine,_leucine_and_isoleucine_degradation"
862,RVBD2858c,"Valine,_leucine_and_isoleucine_degradation"
863,RVBD0147,"Valine,_leucine_and_isoleucine_degradation"
864,RVBD0223c,"Valine,_leucine_and_isoleucine_degradation"
865,RVBD3293,"Valine,_leucine_and_isoleucine_degradation"
866,RVBD2589,"Valine,_leucine_and_isoleucine_degradation"
867,RVBD2502c,"Valine,_leucine_and_isoleucine_degradation"
868,RVBD2504c,"Valine,_leucine_and_isoleucine_degradation"
869,RVBD2503c,"Valine,_leucine_and_isoleucine_degradation"
870,RVBD1323,"Valine,_leucine_and_isoleucine_degradation"
871,RVBD1074c,"Valine,_leucine_and_isoleucine_degradation"
872,RVBD1867,"Valine,_leucine_and_isoleucine_degradation"
873,RVBD3546,"Valine,_leucine_and_isoleucine_degradation"
874,RVBD0859,"Valine,_leucine_and_isoleucine_degradation"
875,RVBD0914c,"Valine,_leucine_and_isoleucine_degradation"
876,RVBD3523,"Valine,_leucine_and_isoleucine_degradation"
877,RVBD0243,"Valine,_leucine_and_isoleucine_degradation"
878,RVBD3556c,"Valine,_leucine_and_isoleucine_degradation"
879,RVBD1559,"Valine,_leucine_and_isoleucine_biosynthesis"
880,RVBD2988c,"Valine,_leucine_and_isoleucine_biosynthesis"
881,RVBD2987c,"Valine,_leucine_and_isoleucine_biosynthesis"
882,RVBD2995c,"Valine,_leucine_and_isoleucine_biosynthesis"
883,RVBD1820,"Valine,_leucine_and_isoleucine_biosynthesis"
884,RVBD3003c,"Valine,_leucine_and_isoleucine_biosynthesis"
885,RVBD3470c,"Valine,_leucine_and_isoleucine_biosynthesis"
886,RVBD3509c,"Valine,_leucine_and_isoleucine_biosynthesis"
887,RVBD3002c,"Valine,_leucine_and_isoleucine_biosynthesis"
888,RVBD3001c,"Valine,_leucine_and_isoleucine_biosynthesis"
889,RVBD0189c,"Valine,_leucine_and_isoleucine_biosynthesis"
890,RVBD2210c,"Valine,_leucine_and_isoleucine_biosynthesis"
891,RVBD0337c,"Valine,_leucine_and_isoleucine_biosynthesis"
892,RVBD3710,"Valine,_leucine_and_isoleucine_biosynthesis"
893,RVBD1294,Lysine_biosynthesis
894,RVBD3709c,Lysine_biosynthesis
895,RVBD3708c,Lysine_biosynthesis
896,RVBD2753c,Lysine_biosynthesis
897,RVBD2773c,Lysine_biosynthesis
898,RVBD1201c,Lysine_biosynthesis
899,RVBD1655,Lysine_biosynthesis
900,RVBD0858c,Lysine_biosynthesis
901,RVBD1202,Lysine_biosynthesis
902,RVBD2726c,Lysine_biosynthesis
903,RVBD1293,Lysine_biosynthesis
904,RVBD2158c,Lysine_biosynthesis
905,RVBD2157c,Lysine_biosynthesis
906,RVBD2215,Lysine_degradation
907,RVBD0462,Lysine_degradation
908,RVBD3303c,Lysine_degradation
909,RVBD0794c,Lysine_degradation
910,RVBD0400c,Lysine_degradation
911,RVBD1142c,Lysine_degradation
912,RVBD1935c,Lysine_degradation
913,RVBD2679,Lysine_degradation
914,RVBD2831,Lysine_degradation
915,RVBD3373,Lysine_degradation
916,RVBD3516,Lysine_degradation
917,RVBD3774,Lysine_degradation
918,RVBD1070c,Lysine_degradation
919,RVBD0905,Lysine_degradation
920,RVBD1472,Lysine_degradation
921,RVBD2486,Lysine_degradation
922,RVBD3039c,Lysine_degradation
923,RVBD0222,Lysine_degradation
924,RVBD0456c,Lysine_degradation
925,RVBD0632c,Lysine_degradation
926,RVBD0675,Lysine_degradation
927,RVBD0971c,Lysine_degradation
928,RVBD1071c,Lysine_degradation
929,RVBD3550,Lysine_degradation
930,RVBD0673,Lysine_degradation
931,RVBD1141c,Lysine_degradation
932,RVBD0860,Lysine_degradation
933,RVBD1323,Lysine_degradation
934,RVBD1074c,Lysine_degradation
935,RVBD1867,Lysine_degradation
936,RVBD3546,Lysine_degradation
937,RVBD0859,Lysine_degradation
938,RVBD0914c,Lysine_degradation
939,RVBD3523,Lysine_degradation
940,RVBD0243,Lysine_degradation
941,RVBD3556c,Lysine_degradation
942,RVBD2589,Lysine_degradation
943,RVBD0234c,Lysine_degradation
944,RVBD1731,Lysine_degradation
945,RVBD0926c,Lysine_degradation
946,RVBD1059,Lysine_degradation
947,RVBD0768,Lysine_degradation
948,RVBD2858c,Lysine_degradation
949,RVBD0147,Lysine_degradation
950,RVBD0223c,Lysine_degradation
951,RVBD3293,Lysine_degradation
952,RVBD1656,Arginine_biosynthesis
953,RVBD1658,Arginine_biosynthesis
954,RVBD1659,Arginine_biosynthesis
955,RVBD1850,Arginine_biosynthesis
956,RVBD1849,Arginine_biosynthesis
957,RVBD1848,Arginine_biosynthesis
958,RVBD1001,Arginine_biosynthesis
959,RVBD0788,Arginine_biosynthesis
960,RVBD2220,Arginine_biosynthesis
961,RVBD2222c,Arginine_biosynthesis
962,RVBD2860c,Arginine_biosynthesis
963,RVBD1878,Arginine_biosynthesis
964,RVBD2476c,Arginine_biosynthesis
965,RVBD0337c,Arginine_biosynthesis
966,RVBD2747,Arginine_biosynthesis
967,RVBD1653,Arginine_biosynthesis
968,RVBD0428c,Arginine_biosynthesis
969,RVBD1654,Arginine_biosynthesis
970,RVBD1652,Arginine_biosynthesis
971,RVBD1655,Arginine_biosynthesis
972,RVBD2531c,Arginine_and_proline_metabolism
973,RVBD2601,Arginine_and_proline_metabolism
974,RVBD0768,Arginine_and_proline_metabolism
975,RVBD2858c,Arginine_and_proline_metabolism
976,RVBD0147,Arginine_and_proline_metabolism
977,RVBD0223c,Arginine_and_proline_metabolism
978,RVBD3293,Arginine_and_proline_metabolism
979,RVBD3170,Arginine_and_proline_metabolism
980,RVBD3375,Arginine_and_proline_metabolism
981,RVBD1263,Arginine_and_proline_metabolism
982,RVBD2363,Arginine_and_proline_metabolism
983,RVBD2888c,Arginine_and_proline_metabolism
984,RVBD3175,Arginine_and_proline_metabolism
985,RVBD0500,Arginine_and_proline_metabolism
986,RVBD1188,Arginine_and_proline_metabolism
987,RVBD1187,Arginine_and_proline_metabolism
988,RVBD2439c,Arginine_and_proline_metabolism
989,RVBD2427c,Arginine_and_proline_metabolism
990,RVBD0840c,Arginine_and_proline_metabolism
991,RVBD0926c,Arginine_and_proline_metabolism
992,RVBD1059,Arginine_and_proline_metabolism
993,RVBD1905c,Arginine_and_proline_metabolism
994,RVBD2121c,Histidine_metabolism
995,RVBD2122c,Histidine_metabolism
996,RVBD1606,Histidine_metabolism
997,RVBD1603,Histidine_metabolism
998,RVBD1602,Histidine_metabolism
999,RVBD1605,Histidine_metabolism
1000,RVBD1601,Histidine_metabolism
1001,RVBD1600,Histidine_metabolism
1002,RVBD3772,Histidine_metabolism
1003,RVBD3137,Histidine_metabolism
1004,RVBD1599,Histidine_metabolism
1005,RVBD0768,Histidine_metabolism
1006,RVBD2858c,Histidine_metabolism
1007,RVBD0147,Histidine_metabolism
1008,RVBD0223c,Histidine_metabolism
1009,RVBD3293,Histidine_metabolism
1010,RVBD3170,Histidine_metabolism
1011,RVBD3701c,Histidine_metabolism
1012,RVBD3703c,Histidine_metabolism
1013,RVBD3702c,Histidine_metabolism
1014,RVBD3700c,Histidine_metabolism
1015,RVBD1600,Tyrosine_metabolism
1016,RVBD3772,Tyrosine_metabolism
1017,RVBD1703c,Tyrosine_metabolism
1018,RVBD3170,Tyrosine_metabolism
1019,RVBD0761c,Tyrosine_metabolism
1020,RVBD1862,Tyrosine_metabolism
1021,RVBD0162c,Tyrosine_metabolism
1022,RVBD1530,Tyrosine_metabolism
