,gene,Category
2184,RVBD6023,tRNA
2185,RVBD6024,tRNA
2186,RVBD6025,tRNA
2187,RVBD6026,tRNA
2188,RVBD6027,tRNA
2189,RVBD6028,tRNA
2190,RVBD6029,tRNA
2191,RVBD6030,tRNA
2192,RVBD6031,tRNA
2193,RVBD6032,tRNA
2194,RVBD6033,tRNA
2195,RVBD6034,tRNA
2196,RVBD6035,tRNA
2197,RVBD6036,tRNA
2198,RVBD6037,tRNA
2199,RVBD6038,tRNA
2200,RVBD6039,tRNA
2201,RVBD6040,tRNA
2202,RVBD6041,tRNA
2203,RVBD6042,tRNA
2204,RVBD6043,tRNA
2205,RVBD6044,tRNA
2206,RVBD6045,tRNA
2207,RVBD6046,tRNA
2208,RVBD6047,tRNA
3210,RVBD0053,Ribosome
3410,RVBD0055,Ribosome
3510,RVBD0056,Ribosome
4410,RVBD0079,Ribosome
5810,RVBD0105c,Ribosome
2741,RVBD0634B,Ribosome
2801,RVBD0640,Ribosome
2811,RVBD0641,Ribosome
2861,RVBD0651,Ribosome
2871,RVBD0652,Ribosome
3031,RVBD0682,Ribosome
3041,RVBD0683,Ribosome
3171,RVBD0700,Ribosome
3181,RVBD0701,Ribosome
3191,RVBD0702,Ribosome
3201,RVBD0703,Ribosome
3211,RVBD0704,Ribosome
3221,RVBD0705,Ribosome
3231,RVBD0706,Ribosome
3241,RVBD0707,Ribosome
3251,RVBD0708,Ribosome
3261,RVBD0709,Ribosome
3271,RVBD0710,Ribosome
3281,RVBD0714,Ribosome
3291,RVBD0715,Ribosome
3301,RVBD0716,Ribosome
3311,RVBD0717,Ribosome
3321,RVBD0718,Ribosome
3331,RVBD0719,Ribosome
3341,RVBD0720,Ribosome
3361,RVBD0721,Ribosome
3371,RVBD0723,Ribosome
4221,RVBD0979A,Ribosome
4451,RVBD1015c,Ribosome
5571,RVBD1298,Ribosome
7141,RVBD1630,Ribosome
7241,RVBD1642,Ribosome
7251,RVBD1643,Ribosome
8671,RVBD2055c,Ribosome
8681,RVBD2056c,Ribosome
8691,RVBD2057c,Ribosome
8701,RVBD2058c,Ribosome
10291,RVBD2412,Ribosome
10441,RVBD2441c,Ribosome
10451,RVBD2442c,Ribosome
11841,RVBD2785c,Ribosome
12171,RVBD2890c,Ribosome
12231,RVBD2904c,Ribosome
12241,RVBD2909c,Ribosome
13471,RVBD3241c,Ribosome
14351,RVBD3442c,Ribosome
14361,RVBD3443c,Ribosome
14451,RVBD3456c,Ribosome
14471,RVBD3459c,Ribosome
14481,RVBD3460c,Ribosome
14491,RVBD3461c,Ribosome
16771,RVBD3924c,Ribosome
16781,RVBD0719,Ribosome
16791,RVBD0721,Ribosome
16811,RVBD0716,Ribosome
16821,RVBD0706,Ribosome
16831,RVBD0703,Ribosome
16841,RVBD0701,Ribosome
16861,RVBD0682,Ribosome
16881,RVBD0720,Ribosome
16891,RVBD0714,Ribosome
16901,RVBD0723,Ribosome
16921,RVBD0704,Ribosome
16941,RVBD0707,Ribosome
17001,RVBD2909c,Ribosome
17051,RVBD0718,Ribosome
17091,RVBD3456c,Ribosome
17101,RVBD0700,Ribosome
17121,RVBD0708,Ribosome
17161,RVBD0709,Ribosome
17181,RVBD3443c,Ribosome
17301,RVBD3924c,Ribosome
17391,RVBD3459c,Ribosome
17421,RVBD0702,Ribosome
17441,RVBD0641,Ribosome
17491,RVBD2890c,Ribosome
17591,RVBD2442c,Ribosome
17641,RVBD1643,Ribosome
17731,RVBD0055,Ribosome
18001,RVBD2441c,Ribosome
18251,RVBD1630,Ribosome
18611,RVBD3442c,Ribosome
19091,RVBD2412,Ribosome
19881,RVBD0634B,Ribosome
21141,RVBD1015c,Ribosome
